code,time_sch,dest,time_act,commercial,orig
MU 5018,13:15,Shanghai/SHA,Dep 13:30,1,HKG
ET 3618,13:15,HKG,At gate 20:39,0,Seoul/ICN
CX 417,13:15,HKG,At gate 14:36,1,Seoul/ICN
OZ 722,13:15,Seoul/ICN,Dep 13:57,1,HKG
GA 860,13:15,HKG,At gate 13:49,1,Jakarta
9C 8716,13:20,Shanghai/PVG,Dep 13:22,1,HKG
CX 238,13:20,HKG,At gate 13:00,1,London/LHR
CX 870,13:25,San Francisco,Dep 13:37,1,HKG
PR 319,13:25,Manila,Dep 13:32,1,HKG
CX 503,13:25,HKG,At gate 13:22,1,Osaka/Kansai
CX 509,13:25,HKG,At gate 21:45,1,Tokyo/NRT
CX 253,13:30,London/LHR,Dep 13:51,1,HKG
CX 906,13:30,HKG,At gate 13:13,1,Manila
NH 8541,13:30,HKG,At gate 13:36,0,Tokyo/NRT
VN 592,13:30,HKG,At gate 13:49,1,Hanoi
HX 607,13:30,HKG,At gate 13:52,1,Tokyo/NRT
MU 5016,13:35,Beijing/PKX,Dep 13:53,1,HKG
BR 868,13:35,Taipei,Dep 13:42,1,HKG
UO 700,13:35,Bangkok,Dep 13:47,1,HKG
CX 360,13:35,Shanghai/PVG,Dep 13:39,1,HKG
KL 888,13:35,Amsterdam,Dep 13:42,1,HKG
MU 702,13:40,Shanghai/PVG,Dep 13:50,1,HKG
JL 029,13:40,HKG,At gate 14:04,1,Tokyo/HND
MU 203,13:40,HKG,At gate 12:52,1,Xian
CA 412,13:40,Chengdu Tianfu,Dep 13:31,1,HKG
FD 500,13:40,HKG,At gate 13:42,1,Bangkok/DMK
KZ 209,13:45,HKG,At gate 14:08,0,Tokyo/NRT
UO 684,13:45,Nagoya,Dep 13:45,1,HKG
CA 104,13:45,Tianjin,Dep 13:40,1,HKG
CZ 310,13:45,Beijing/PKX,Dep 14:08,1,HKG
CV 7073,13:45,"Baku
Luxembourg",Dep 15:53,0,HKG
HX 254,13:50,Taipei,Dep 14:57,1,HKG
CX 420,13:50,Taipei,Dep 13:55,1,HKG
5X 067,13:50,"Anchorage
Louisville",Dep 13:53,0,HKG
HX 253,13:55,HKG,At gate 14:24,1,Taipei
7C 2102,13:55,Seoul/ICN,Dep 14:03,1,HKG
UO 821,13:55,HKG,At gate 13:55,1,Okinawa
HX 681,13:55,HKG,At gate 13:51,1,Okinawa
SQ 892,13:55,HKG,At gate 13:45,1,Singapore
CX 977,13:55,HKG,At gate 14:05,1,Xiamen
CX 392,14:00,Beijing/PEK,Dep 14:08,1,HKG
UO 553,14:00,HKG,At gate 14:41,1,Da Nang
UO 650,14:00,Tokyo/NRT,Dep 14:04,1,HKG
CI 910,14:05,Taipei,Dep 14:46,1,HKG
KE 173,14:05,HKG,At gate 14:20,1,Seoul/ICN
CX 418,14:05,Seoul/ICN,Dep 14:15,1,HKG
SC 1152,14:10,Jinan,Dep 15:16,1,HKG
OD 605,14:10,HKG,At gate 14:28,1,Kuala Lumpur
BR 869,14:10,HKG,At gate 14:27,1,Taipei
CX 735,14:10,Singapore,Dep 14:39,1,HKG
CX 658,14:10,HKG,At gate 13:50,1,Singapore
CX 841,14:15,HKG,At gate 13:31,1,New York/JFK
VN 594,14:15,HKG,At gate 14:11,1,Ho Chi Minh
MH 6108,14:15,HKG,At gate 02:08 (21/12/2023),0,Kuala Lumpur
GA 863,14:15,Jakarta,Dep 15:14,1,HKG
D7 692,14:15,HKG,At gate 14:22,1,Kuala Lumpur
CX 937,14:20,HKG,At gate 13:57,1,Wuhan
CX 919,14:20,Manila,Dep 14:21,1,HKG
CX 543,14:20,HKG,At gate 14:36,1,Tokyo/HND
NH 860,14:20,Tokyo/HND,Dep 14:19,1,HKG
CX 780,14:20,HKG,At gate 14:12,1,Surabaya
CX 779,14:25,Surabaya,Dep 15:13,1,HKG
MU 507,14:25,HKG,At gate 14:16,1,Shanghai/PVG
CA 419,14:25,HKG,At gate 13:33,1,Chongqing
CX 363,14:25,HKG,At gate 14:34,1,Shanghai/PVG
CX 250,14:30,HKG,At gate 14:32,1,London/LHR
CX 751,14:30,Bangkok,Dep 14:28,1,HKG
HX 238,14:30,Shanghai/SHA,Dep 14:39,1,HKG
VN 593,14:30,Hanoi,Dep 14:57,1,HKG
5X 062,14:35,HKG,At gate 15:21,0,"Louisville
Anchorage"
HX 453,14:35,HKG,At gate 14:13,1,Chengdu Tianfu
CX 718,14:35,HKG,At gate 14:38,1,Jakarta
CA 112,14:35,Beijing/PEK,Dep 14:29,1,HKG
FD 501,14:40,Bangkok/DMK,Dep 14:35,1,HKG
SV 985,14:40,Riyadh,Dep 14:49,0,HKG
ET 3629,14:40,Addis Ababa,Dep 05:55 (21/12/2023),0,HKG
BA 031,14:40,HKG,At gate 15:33,1,London/LHR
5X 167,14:45,HKG,At gate 14:40,0,"Louisville
Singapore
Hanoi"
HX 741,14:45,Phuket,Dep 15:07,1,HKG
MU 204,14:45,Xian,Dep 14:39,1,HKG
EK 382,14:45,HKG,At gate 14:50,1,Dubai
2C 611,14:45,Paris,Dep 14:30,0,HKG
CX 005,14:50,HKG,At gate 14:49,0,"Tokyo/NRT
Taipei"
QR 8425,14:50,Doha,Dep 15:42,0,HKG
UO 114,14:50,Taipei,Dep 15:32,1,HKG
MH 073,14:50,Kuala Lumpur,Dep 14:51,1,HKG
FJ 391,14:50,HKG,At gate 15:12,1,Nadi
HX 610,14:55,Tokyo/NRT,Dep 15:39,1,HKG
UO 652,14:55,Tokyo/NRT,Dep 14:50,1,HKG
MU 503,14:55,HKG,At gate 15:07,1,Shanghai/PVG
CX 094,14:55,"Anchorage
New York/JFK",Dep 15:06,0,HKG
CX 134,14:55,HKG,At gate 15:01,1,Melbourne
UO 688,14:55,Osaka/Kansai,Dep 14:55,1,HKG
HB 703,14:55,HKG,At gate 14:59,1,Taipei
3S 590,15:00,HKG,At gate 15:22,0,"Leipzig
Tokyo/NRT"
CX 380,15:00,Shanghai/PVG,Dep 15:38,1,HKG
NH 8542,15:00,Tokyo/NRT,Dep 14:59,0,HKG
CX 501,15:00,HKG,At gate 14:59,1,Tokyo/NRT
UO 173,15:05,HKG,At gate 14:48,1,Taichung
CX 635,15:05,Singapore,Dep 15:27,1,HKG
CX 110,15:05,HKG,At gate 15:20,1,Sydney
CX 171,15:10,Perth,Dep 15:41,1,HKG
OD 606,15:10,Kuala Lumpur,Dep 15:47,1,HKG
QR 818,15:10,HKG,At gate 15:03,1,Doha
5X 058,15:10,HKG,At gate 15:18,0,"Ontario
Honolulu"
CX 930,15:10,HKG,At gate 14:53,1,Manila
CZ 3011,15:15,HKG,At gate 14:56,1,Shenyang
CX 608,15:15,HKG,At gate 15:06,1,Phnom Penh
CX 047,15:15,Mumbai,Dep 16:34,0,HKG
CX 922,15:15,HKG,At gate 15:19,1,Cebu
RH 9487,15:20,"Almaty
Istanbul",Dep 00:02 (21/12/2023),0,HKG
VN 595,15:20,Ho Chi Minh,Dep 15:24,1,HKG
BR 870,15:20,Taipei,Dep 15:40,1,HKG
CX 766,15:20,HKG,At gate 15:10,1,Ho Chi Minh
KE 174,15:25,Seoul/ICN,Dep 15:29,1,HKG
CX 500,15:25,Tokyo/NRT,Dep 15:36,1,HKG
CX 495,15:25,HKG,At gate 15:30,1,Taipei
MU 508,15:25,Shanghai/PVG,Dep 15:25,1,HKG
CA 420,15:25,Chongqing,Dep 15:15,1,HKG
CX 750,15:30,HKG,At gate 15:43,1,Bangkok
KE 9313,15:30,HKG,At gate 19:36,0,Seoul/ICN
D7 693,15:30,Kuala Lumpur,Dep 15:43,1,HKG
CV 5933,15:35,"Anchorage
New York/JFK
Luxembourg",Dep 16:02,0,HKG
JL 026,15:35,Tokyo/HND,Dep 15:37,1,HKG
UO 566,15:35,Nha Trang,Dep 15:38,1,HKG
UO 725,15:35,HKG,At gate 15:46,1,Phuket
UO 619,15:35,HKG,At gate 16:00,1,Seoul/ICN
CX 838,15:35,Vancouver,Dep 15:54,1,HKG
KZ 206,15:40,Tokyo/NRT,Dep 15:37,0,HKG
HX 237,15:40,HKG,At gate 15:39,1,Shanghai/PVG
UO 862,15:45,Osaka/Kansai,Dep 15:48,1,HKG
CX 472,15:45,Taipei,Dep 15:56,1,HKG
SQ 893,15:45,Singapore,Dep 15:48,1,HKG
UO 759,15:45,HKG,At gate 15:51,1,Bangkok
UO 601,15:50,HKG,At gate 16:19,1,Fukuoka
D0 004,15:50,HKG,At gate 20:47,0,"East Midlands
Cincinnati
Nagoya"
CX 719,15:50,Jakarta,Dep 15:58,1,HKG
CA 427,15:50,HKG,At gate 15:50,1,Chengdu Tianfu
MU 504,15:55,Shanghai/PVG,Dep 16:09,1,HKG
PG 805,15:55,HKG,At gate 15:37,1,Samui
6E 1708,15:55,Delhi,Dep 16:03,1,HKG
ZH 9091,15:55,HKG,At gate 16:10,1,Quanzhou
HB 283,16:00,Bangkok,Dep 16:18,1,HKG
C8 7402,16:00,HKG,At gate 15:54,0,Luxembourg
CX 657,16:00,Singapore,Dep 16:13,1,HKG
CX 041,16:00,Delhi,Dep 16:04,0,HKG
HX 312,16:05,Beijing/PEK,Dep 16:07,1,HKG
MU 9615,16:05,HKG,At gate 16:10,1,"Hohhot
Kunming"
NZ 081,16:05,HKG,At gate 16:08,1,Auckland
CX 701,16:05,Bangkok,Dep 16:14,1,HKG
5X 166,16:10,"Singapore
Louisville",Dep 17:05,0,HKG
HX 651,16:10,HKG,At gate 17:07,1,Yonago
CA 105,16:10,HKG,At gate 16:09,1,Dalian
UO 107,16:10,HKG,At gate 16:00,1,Taipei
BR 855,16:15,HKG,At gate 16:12,1,Taipei
5X 064,16:15,HKG,At gate 18:30,0,"Louisville
Anchorage
Seoul/ICN"
MH 6109,16:15,Kuala Lumpur,Dep 04:31 (21/12/2023),0,HKG
CX 903,16:15,Manila,Dep 16:22,1,HKG
CZ 3012,16:15,Shenyang,Dep 16:15,1,HKG
MU 509,16:20,HKG,At gate 15:59,1,Shanghai/PVG
CX 349,16:20,HKG,At gate 16:43,1,Shanghai/SHA
GJ 8053,16:20,HKG,At gate 16:20,1,Hangzhou
CX 840,16:20,New York/JFK,Dep 17:01,1,HKG
CX 542,16:25,Tokyo/HND,Dep 16:27,1,HKG
CI 915,16:25,HKG,At gate 16:44,1,Taipei
HU 705,16:25,HKG,At gate 15:50,1,Haikou
UO 702,16:25,Bangkok,Dep 16:55,1,HKG
CX 729,16:25,Kuala Lumpur,Dep 16:40,1,HKG
MU 595,16:30,HKG,At gate 16:30,1,Hangzhou
UO 558,16:30,Da Nang,Dep 16:31,1,HKG
CX 502,16:35,Osaka/Kansai,Dep 16:48,1,HKG
QF 127,16:35,HKG,At gate 16:45,1,Sydney
FX 014,16:35,"Taipei
Anchorage
Memphis",Dep 16:32,0,HKG
UO 626,16:35,Seoul/ICN,Dep 17:00,1,HKG
CX 416,16:40,Seoul/ICN,Dep 17:00,1,HKG
FX 5391,16:40,HKG,At gate 17:07,0,Seoul/ICN
LH 796,16:40,HKG,At gate 17:18,1,Frankfurt
CX 799,16:45,Ho Chi Minh,Dep 16:47,1,HKG
CX 458,16:45,Kaohsiung,Dep 16:46,1,HKG
CA 109,16:45,HKG,At gate 16:27,1,Beijing/PEK
CX 367,16:45,HKG,At gate 17:22,1,Shanghai/PVG
UO 754,16:50,Chiang Mai,Dep 16:52,1,HKG
HX 641,16:50,HKG,At gate 16:52,1,Fukuoka
5Y 8643,16:50,HKG,Est at 15:25 (23/12/2023),0,"Amsterdam
Taipei
Hanoi"
MM 065,16:50,HKG,At gate 17:07,1,Osaka/Kansai
CX 770,16:50,HKG,At gate 17:01,1,Phuket
9C 8921,16:50,HKG,At gate 16:47,1,Shanghai/PVG
FJ 392,16:55,Nadi,Dep 16:58,1,HKG
HX 765,16:55,Bangkok,Dep 18:13,1,HKG
MU 2089,16:55,HKG,At gate 17:25,1,Ningbo
CX 634,16:55,HKG,At gate 17:13,1,Penang
ZH 9092,16:55,Quanzhou,Dep 17:16,1,HKG
X6 251,16:55,HKG,At gate 16:21,0,Tel Aviv
3S 519,17:00,Leipzig,Dep 17:10,0,HKG
UO 113,17:00,HKG,At gate 17:13,1,Taipei
CX 614,17:00,HKG,At gate 16:56,1,Bangkok
CX 731,17:00,Dubai,Dep 17:29,1,HKG
PG 806,17:05,Samui,Dep 17:10,1,HKG
SQ 894,17:05,HKG,At gate 16:55,1,Singapore
MU 9616,17:05,"Kunming
Hohhot",Dep 17:10,1,HKG
CX 690,17:05,HKG,At gate 16:32,1,Singapore
CX 357,17:05,HKG,At gate 17:13,1,Nanjing
CX 513,17:05,HKG,At gate 17:37,1,Fukuoka
CA 106,17:10,Dalian,Dep 17:12,1,HKG
CX 162,17:10,HKG,At gate 22:14,1,Sydney
MU 2067,17:10,HKG,At gate 16:38,1,Hefei
HX 636,17:10,Osaka/Kansai,Dep 17:01,1,HKG
CX 987,17:15,HKG,At gate 17:07,1,Chengdu Tianfu
HB 761,17:15,HKG,At gate 17:47,1,Seoul/ICN
CX 743,17:15,Hanoi,Dep 17:18,1,HKG
GJ 8054,17:20,Hangzhou,Dep 17:26,1,HKG
HX 205,17:20,HKG,At gate 17:36,1,Nanjing
CI 916,17:25,Taipei,Dep 17:55,1,HKG
UO 572,17:25,Manila,Dep 17:40,1,HKG
CA 428,17:25,Chengdu Tianfu,Dep 17:19,1,HKG
HB 341,17:25,HKG,At gate 18:02,1,Osaka/Kansai
HX 309,17:30,HKG,At gate 17:26,1,Beijing/PKX
CX 364,17:30,Shanghai/PVG,Dep 17:33,1,HKG
KE 9314,17:30,Seoul/ICN,Dep 21:10,0,HKG
AK 136,17:30,HKG,At gate 16:56,1,Kuala Lumpur
CX 391,17:30,HKG,At gate 17:15,1,Beijing/PEK
MU 596,17:30,Hangzhou,Dep 17:34,1,HKG
5X 061,17:30,"Taipei
Anchorage
Louisville",Dep 17:24,0,HKG
7L 647,17:30,HKG,At gate 21:08,0,Baku
SQ 7988,17:35,HKG,At gate 17:28,0,Singapore
3U 3959,17:35,HKG,At gate 17:00,1,Chengdu Tianfu
BR 856,17:35,Taipei,Dep 17:48,1,HKG
HX 629,17:35,HKG,At gate 18:54,1,Seoul/ICN
CV 4162,17:40,HKG,At gate 17:35,0,Luxembourg
NZ 080,17:40,Auckland,Dep 17:41,1,HKG
CX 695,17:40,Delhi,Dep 17:54,1,HKG
PR 306,17:40,HKG,At gate 17:55,1,Manila
LX 138,17:40,HKG,At gate 17:39,1,Zurich
MU 510,17:40,Shanghai/PVG,Dep 17:38,1,HKG
EK 384,17:40,HKG,At gate 17:55,1,"Dubai
Bangkok"
FM 809,17:45,HKG,At gate 17:50,1,Shanghai/SHA
TG 638,17:45,HKG,At gate 18:34,1,Bangkok
HX 282,17:45,Taipei,Dep 17:53,1,HKG
BA 027,17:45,HKG,At gate 17:26,1,London/LHR
CA 110,17:50,Beijing/PEK,Dep 17:55,1,HKG
UO 687,17:50,HKG,At gate 18:42,1,Osaka/Kansai
9C 8922,17:50,Shanghai/PVG,Dep 17:58,1,HKG
HX 657,17:50,HKG,At gate 18:07,1,Okinawa
UO 617,17:50,HKG,At gate 17:53,1,Kumamoto
F5 8828,17:55,"Dubai/DWC
Maastricht",Dep 18:41,0,HKG
UO 622,17:55,Tokyo/HND,Dep 17:58,1,HKG
CX 990,17:55,Fuzhou,Dep 17:54,1,HKG
CX 443,17:55,HKG,At gate 18:06,1,Taipei
PO 098,18:00,HKG,At gate 01:39 (21/12/2023),0,Leipzig
TR 980,18:00,HKG,At gate 18:12,1,Singapore
MU 2090,18:00,Ningbo,Dep 18:27,1,HKG
EK 383,18:00,Dubai,Dep 18:09,1,HKG
C8 5513,18:00,"Anchorage
Dallas FT.Worth
Luxembourg",Dep 18:09,0,HKG
5J 112,18:00,HKG,At gate 18:11,1,Manila
MM 066,18:00,Osaka/Kansai,Dep 18:09,1,HKG
ET 608,18:05,HKG,At gate 18:03,1,"Addis Ababa
Bangkok"
D0 001,18:05,"Nagoya
Cincinnati
East Midlands",Delayed,0,HKG
MU 2068,18:10,Hefei,Dep 18:04,1,HKG
CX 812,18:10,Boston,Dep 18:08,1,HKG
ZH 8033,18:10,HKG,At gate 18:01,1,Chengdu Tianfu
HX 665,18:10,HKG,At gate 18:13,1,Nagoya
CX 411,18:10,HKG,At gate 18:38,1,Seoul/ICN
CX 951,18:15,HKG,At gate 18:22,1,Qingdao
CI 5827,18:15,HKG,At gate 22:49,0,Taipei
AK 137,18:15,Kuala Lumpur,Dep 18:04,1,HKG
UO 643,18:15,HKG,At gate 18:30,1,Takamatsu
UO 182,18:15,Taichung,Dep 18:16,1,HKG
AC 007,18:20,HKG,At gate 19:19,1,Vancouver
CX 961,18:20,HKG,At gate 18:20,1,Hangzhou
CX 630,18:25,HKG,At gate 17:41,1,Singapore
MF 8651,18:25,HKG,At gate 18:25,1,Fuzhou
HU 706,18:25,Haikou,Dep 18:12,1,HKG
5J 236,18:25,HKG,At gate 18:44,1,Cebu
CX 402,18:30,Taipei,Dep 18:34,1,HKG
HB 704,18:30,Taipei,Dep 18:48,1,HKG
BR 871,18:30,HKG,At gate 18:45,1,Taipei
CX 2040,18:30,HKG,At gate 18:07,0,Singapore
AF 188,18:30,HKG,At gate 18:20,1,Paris
HX 255,18:35,HKG,At gate 19:56,1,Taipei
QF 128,18:35,Sydney,Dep 18:55,1,HKG
QF 7525,18:35,HKG,At gate 18:57,0,Sydney
MU 2569,18:40,HKG,At gate 18:25,1,Wuhan
CX 826,18:40,Toronto,Dep 19:16,1,HKG
SQ 896,18:40,HKG,At gate 18:28,1,Singapore
3U 3960,18:40,Chengdu Tianfu,Dep 18:28,1,HKG
UO 116,18:45,Taipei,Dep 19:47,1,HKG
CX 805,18:45,HKG,At gate 18:49,1,Toronto
FM 810,18:45,Shanghai/SHA,Dep 18:51,1,HKG
CX 254,18:45,HKG,At gate 18:31,1,London/LHR
VJ 876,18:50,HKG,At gate 19:48,1,Ho Chi Minh
UO 134,18:50,Kaohsiung,Dep 18:46,1,HKG
SQ 895,18:50,Singapore,Dep 19:10,1,HKG
QR 817,18:50,Doha,Dep 18:52,1,HKG
5Y 8644,18:50,"Anchorage
Chicago",Est at 17:25 (23/12/2023),0,HKG
TG 639,18:55,Bangkok,Dep 20:02,1,HKG
HX 107,18:55,Haikou,Dep 18:55,1,HKG
CI 919,18:55,HKG,At gate 19:36,1,Taipei
CX 674,18:55,HKG,At gate 18:57,1,Bangkok
CX 527,18:55,HKG,At gate 18:47,1,Tokyo/NRT
CA 115,19:00,HKG,At gate 19:20,1,Beijing/PEK
UO 851,19:00,HKG,At gate 19:45,1,Osaka/Kansai
TR 981,19:00,Singapore,Dep 19:23,1,HKG
CX 344,19:00,Beijing/PEK,Dep 19:30,1,HKG
UO 681,19:00,HKG,At gate 20:02,1,Nagoya
UO 631,19:00,HKG,At gate 19:07,1,Seoul/ICN
CX 831,19:05,HKG,At gate 18:44,1,New York/JFK
UA 801,19:05,HKG,At gate 19:14,1,Los Angeles
CX 135,19:05,Melbourne,Dep 19:08,1,HKG
CX 797,19:05,Jakarta,Dep 19:04,1,HKG
CX 421,19:05,HKG,At gate 18:51,1,Taipei
CX 539,19:10,HKG,At gate 19:26,1,Nagoya
AY 099,19:10,HKG,At gate 19:27,1,Helsinki
ZH 8034,19:10,Chengdu Tianfu,Dep 19:18,1,HKG
HX 776,19:10,HKG,At gate 19:23,1,Bangkok
CX 837,19:10,HKG,At gate 19:42,1,Vancouver
5J 113,19:15,Manila,Dep 19:23,1,HKG
FD 504,19:15,HKG,At gate 19:21,1,Bangkok/DMK
CX 916,19:15,Chengdu Tianfu,Dep 19:10,1,HKG
PR 307,19:20,Manila,Dep 19:33,1,HKG
MU 505,19:20,HKG,At gate 19:17,1,Shanghai/PVG
CX 362,19:20,Shanghai/PVG,Dep 19:19,1,HKG
SV 962,19:20,HKG,At gate 19:45,0,Riyadh
UA 869,19:20,HKG,At gate 19:46,1,San Francisco
CX 111,19:20,Sydney,Dep 19:50,1,HKG
5J 237,19:25,Cebu,Dep 19:39,1,HKG
MF 8652,19:25,Fuzhou,Dep 19:27,1,HKG
HX 169,19:25,Sanya,Dep 19:53,1,HKG
CX 589,19:30,HKG,At gate 20:05,1,Fukuoka
RH 372,19:30,HKG,At gate 21:53,0,Singapore
ZH 9095,19:30,HKG,At gate 19:33,1,Wuxi
CX 722,19:30,HKG,At gate 19:54,1,Kuala Lumpur
SQ 7988,19:35,"Anchorage
Los Angeles",Dep 19:25,0,HKG
PX 008,19:35,HKG,At gate 20:49,1,Port Moresby
HO 1291,19:35,HKG,At gate 19:53,1,Shanghai/PVG
CX 3290,19:35,"Toronto
Anchorage
Chicago",Dep 19:38,0,HKG
CI 935,19:35,HKG,At gate 19:45,1,Kaohsiung
UO 115,19:35,HKG,At gate 20:15,1,Taipei
BR 872,19:40,Taipei,Dep 19:54,1,HKG
HX 241,19:40,HKG,At gate 19:58,1,Shanghai/PVG
HX 259,19:45,HKG,At gate 20:13,1,Shanghai/SHA
AK 239,19:45,HKG,At gate 19:34,1,Kota Kinabalu
TG 606,19:45,HKG,At gate 19:35,1,Bangkok
VJ 877,19:50,Ho Chi Minh,Dep 20:54,1,HKG
UO 226,19:50,Ningbo,Dep 20:09,1,HKG
UO 628,19:50,Tokyo/HND,Dep 20:57,1,HKG
HX 609,19:50,HKG,At gate 20:46,1,Tokyo/NRT
SQ 897,19:55,Singapore,Dep 19:49,1,HKG
CI 920,19:55,Taipei,Dep 20:42,1,HKG
FD 524,19:55,HKG,At gate 20:17,1,Phuket
CX 2049,19:55,Hanoi,Dep 20:17,0,HKG
QR 8466,20:00,HKG,At gate 19:59,0,Doha
X6 252,20:00,Dubai/DWC,Dep 20:06,0,HKG
MU 2570,20:00,Wuhan,Dep 19:51,1,HKG
7L 648,20:00,Baku,Dep 23:06,0,HKG
UO 849,20:00,HKG,At gate 20:56,1,Tokyo/NRT
RW 909,20:00,HKG,At gate 19:51,1,Cebu
CX 988,20:05,Guangzhou,Dep 20:14,1,HKG
QF 7526,20:05,Sydney,Dep 20:23,0,HKG
UO 701,20:05,HKG,At gate 20:16,1,Bangkok
BR 857,20:05,HKG,At gate 20:08,1,Taipei
CI 923,20:10,HKG,At gate 20:13,1,Taipei
FD 505,20:10,Bangkok/DMK,Dep 20:08,1,HKG
CX 663,20:10,Mumbai,Dep 20:25,1,HKG
HB 321,20:10,HKG,At gate 20:17,1,Tokyo/NRT
UO 764,20:10,Phuket,Dep 20:18,1,HKG
CA 116,20:15,Beijing/PEK,Dep 20:33,1,HKG
RH 317,20:15,Hanoi,Est at 21:50 (21/12/2023),0,HKG
CV 5163,20:15,"Anchorage
Los Angeles
Glasgow
Luxembourg",Dep 03:47 (21/12/2023),0,HKG
CI 5828,20:15,Taipei,Dep 01:07 (21/12/2023),0,HKG
CX 549,20:15,HKG,At gate 20:27,1,Tokyo/HND
MU 506,20:20,Shanghai/PVG,Dep 20:23,1,HKG
5X 063,20:20,"Anchorage
Louisville",Dep 20:20,0,HKG
CX 913,20:20,Manila,Dep 20:48,1,HKG
AC 008,20:20,Vancouver,Dep 20:40,1,HKG
CX 2017,20:25,Chennai,Dep 20:43,0,HKG
CX 715,20:25,Singapore,Dep 20:28,1,HKG
CX 776,20:25,HKG,At gate 20:21,1,Jakarta
CX 561,20:25,HKG,At gate 20:39,1,Osaka/Kansai
CX 757,20:25,Bangkok,Dep 20:43,1,HKG
HX 220,20:30,Nanjing,Dep 20:31,1,HKG
CX 369,20:30,HKG,At gate 20:40,1,Shanghai/PVG
CX 918,20:30,HKG,At gate 20:29,1,Manila
5J 120,20:30,HKG,At gate 20:48,1,Clark
AK 130,20:30,HKG,At gate 20:12,1,Kuala Lumpur
CX 679,20:30,Delhi,Dep 21:07,1,HKG
HO 1292,20:35,Shanghai/PVG,Dep 20:35,1,HKG
LH 8472,20:35,HKG,At gate 20:38,0,"Frankfurt
Chennai"
CX 331,20:35,HKG,At gate 20:33,1,Beijing/PEK
CX 807,20:35,HKG,At gate 20:14,1,Chicago
HX 691,20:35,HKG,At gate 21:21,1,Sapporo
CI 936,20:35,Kaohsiung,Dep 20:42,1,HKG
HX 619,20:35,HKG,At gate 21:07,1,Osaka/Kansai
CX 473,20:40,HKG,At gate 20:57,1,Taipei
AK 238,20:40,Kota Kinabalu,Dep 20:25,1,HKG
ZH 9096,20:40,Wuxi,Dep 20:45,1,HKG
PX 019,20:45,Port Moresby,Dep 21:57,1,HKG
TG 607,20:45,Bangkok,Dep 20:56,1,HKG
CX 734,20:45,HKG,At gate 20:35,1,Singapore
5J 114,20:45,HKG,At gate 21:48,1,Manila
HX 239,20:45,HKG,At gate 21:01,1,Shanghai/SHA
5X 059,20:45,"Anchorage
Ontario",Dep 20:46,0,HKG
CA 117,20:50,HKG,At gate 21:13,1,Beijing/PEK
TH 6826,20:50,HKG,At gate 20:47,0,Kuala Lumpur
HX 496,20:50,Chongqing,Dep 21:48,1,HKG
FD 525,20:50,Phuket,Dep 21:11,1,HKG
CX 037,20:50,"Delhi
Paris",Dep 20:55,0,HKG
UO 567,20:50,HKG,At gate 20:49,1,Nha Trang
CX 581,20:55,HKG,At gate 21:58,1,Sapporo
HX 284,20:55,Taipei,Dep 21:15,1,HKG
RW 661,21:00,Clark,Dep 20:59,1,HKG
UO 899,21:00,HKG,At gate 21:35,1,Osaka/Kansai
SV 963,21:00,Riyadh,Dep 21:18,0,HKG
UO 559,21:00,HKG,At gate 21:06,1,Da Nang
MU 723,21:00,HKG,At gate 21:12,1,Shanghai/PVG
EK 385,21:00,"Bangkok
Dubai",Dep 21:15,1,HKG
PO 916,21:00,Los Angeles,Dep 04:37 (21/12/2023),0,HKG
CX 123,21:05,Christchurch,Dep 21:05,1,HKG
UO 639,21:05,HKG,At gate 21:48,1,Fukuoka
UA 802,21:05,Los Angeles,Dep 20:59,1,HKG
BR 858,21:10,Taipei,Dep 21:31,1,HKG
CX 521,21:10,HKG,At gate 21:44,1,Tokyo/NRT
CX 459,21:10,HKG,At gate 20:58,1,Kaohsiung
CX 784,21:10,HKG,At gate 21:35,1,Denpasar
CI 924,21:10,Taipei,Dep 21:13,1,HKG
HX 234,21:10,Shanghai/PVG,Dep 21:07,1,HKG
RH 9490,21:15,HKG,Est at 20:46 (21/12/2023),0,"Istanbul
Almaty"
CX 198,21:15,HKG,At gate 21:26,1,Auckland
5J 121,21:15,Clark,Dep 22:10,1,HKG
CX 161,21:20,Sydney,Dep 21:26,1,HKG
UO 871,21:20,HKG,At gate 22:31,1,Tokyo/NRT
AK 131,21:20,Kuala Lumpur,Dep 21:21,1,HKG
CX 100,21:25,HKG,At gate 22:19,1,Sydney
CX 708,21:25,HKG,At gate 21:18,1,Bangkok
HX 128,21:25,Hangzhou,Dep 21:26,1,HKG
PR 310,21:25,HKG,At gate 20:58,1,Manila
CX 565,21:30,HKG,At gate 22:47,1,"Osaka/Kansai
Taipei"
FD 502,21:30,HKG,At gate 22:30,1,Bangkok/DMK
TH 6820,21:30,HKG,At gate 21:48,0,Kuala Lumpur
QR 816,21:30,HKG,At gate 21:38,1,Doha
ET 3798,21:35,HKG,At gate 01:12 (21/12/2023),0,Liege
CX 113,21:35,Auckland,Dep 21:47,1,HKG
CX 507,21:35,HKG,At gate 22:08,1,Osaka/Kansai
CX 104,21:45,HKG,At gate 21:35,1,Melbourne
3S 512,21:45,Cincinnati,Dep 21:56,0,HKG
CX 451,21:45,HKG,At gate 23:01,1,"Tokyo/NRT
Taipei"
AY 100,21:45,Helsinki,Dep 21:49,1,HKG
CX 724,21:50,HKG,At gate 22:11,1,Kuala Lumpur
EK 380,21:50,HKG,At gate 22:25,1,Dubai
