code,time_sch,dest,time_act,commercial,orig
BR 868,13:35,Taipei,Dep 13:40,1,HKG
UO 700,13:35,Bangkok,Dep 15:44,1,HKG
MU 5016,13:35,Beijing/PKX,Dep 13:34,1,HKG
CX 360,13:35,Shanghai/PVG,Dep 13:42,1,HKG
MU 702,13:40,Shanghai/PVG,Dep 13:45,1,HKG
JL 029,13:40,HKG,At gate 13:50,1,Tokyo/HND
FD 500,13:40,HKG,At gate 13:42,1,Bangkok/DMK
CZ 310,13:45,Beijing/PKX,Dep 13:35,1,HKG
CA 104,13:45,Tianjin,Dep 13:41,1,HKG
HB 703,13:45,HKG,At gate 13:50,1,Taipei
WW 861,13:45,HKG,At gate 13:59,0,Kota Kinabalu
HX 254,13:50,Taipei,Dep 14:28,1,HKG
CX 420,13:50,Taipei,Dep 13:59,1,HKG
CV 7942,13:50,"Ashgabat
Luxembourg",Dep 15:39,0,HKG
5X 067,13:50,"Anchorage
Louisville",Dep 13:51,0,HKG
UO 821,13:55,HKG,At gate 13:31,1,Okinawa
7C 2102,13:55,Seoul/ICN,Dep 13:53,1,HKG
SQ 892,13:55,HKG,At gate 14:02,1,Singapore
HX 681,13:55,HKG,At gate 13:48,1,Okinawa
HX 253,13:55,HKG,At gate 13:50,1,Taipei
UO 650,14:00,Tokyo/NRT,Dep 14:00,1,HKG
CX 392,14:00,Beijing/PEK,Dep 14:10,1,HKG
KE 173,14:05,HKG,At gate 14:06,1,Seoul/ICN
CI 910,14:05,Taipei,Dep 14:13,1,HKG
CX 418,14:05,Seoul/ICN,Dep 15:15,1,HKG
SC 1152,14:10,Jinan,Dep 14:07,1,HKG
OD 605,14:10,HKG,At gate 14:27,1,Kuala Lumpur
BR 869,14:10,HKG,At gate 14:15,1,Taipei
CX 658,14:10,HKG,At gate 13:43,1,Singapore
QR 8405,14:15,Doha,Dep 20:30 (20/12/2023),0,HKG
VN 594,14:15,HKG,At gate 14:11,1,Ho Chi Minh
CX 841,14:15,HKG,At gate 13:38,1,New York/JFK
GA 863,14:15,Jakarta,Dep 14:22,1,HKG
MH 6114,14:15,HKG,At gate 00:18 (20/12/2023),0,Kuala Lumpur
D7 692,14:15,HKG,At gate 14:24,1,Kuala Lumpur
CX 780,14:20,HKG,At gate 14:19,1,Surabaya
CX 919,14:20,Manila,Dep 14:19,1,HKG
CX 543,14:20,HKG,At gate 14:08,1,Tokyo/HND
CX 937,14:20,HKG,At gate 13:33,1,Wuhan
NH 860,14:20,Tokyo/HND,Dep 14:14,1,HKG
CX 779,14:25,Surabaya,Dep 14:48,1,HKG
MU 507,14:25,HKG,At gate 14:10,1,Shanghai/PVG
ET 644,14:25,HKG,At gate 14:09,1,Addis Ababa
CA 419,14:25,HKG,At gate 13:46,1,Chongqing
CX 363,14:25,HKG,At gate 14:19,1,Shanghai/PVG
HX 238,14:30,Shanghai/SHA,Dep 14:27,1,HKG
CX 250,14:30,HKG,At gate 14:02,1,London/LHR
CX 751,14:30,Bangkok,Dep 14:36,1,HKG
7L 147,14:30,HKG,At gate 16:05,0,Baku
HX 453,14:35,HKG,At gate 14:21,1,Chengdu Tianfu
CX 718,14:35,HKG,At gate 14:43,1,Jakarta
CA 112,14:35,Beijing/PEK,Dep 14:32,1,HKG
OZ 968,14:40,Seoul/ICN,Dep 15:19,0,HKG
FD 501,14:40,Bangkok/DMK,Dep 14:43,1,HKG
BA 031,14:40,HKG,At gate 14:38,1,London/LHR
C8 9261,14:40,HKG,At gate 14:54,0,"Milan/MXP
Dubai/DWC"
2C 611,14:45,Paris,Dep 14:53,0,HKG
WW 862,14:45,Kuala Lumpur,Dep 14:56,0,HKG
EK 382,14:45,HKG,At gate 14:35,1,Dubai
CX 740,14:45,HKG,At gate 14:31,1,Hanoi
CA 765,14:45,HKG,At gate 14:27,1,Yinchuan
5X 167,14:45,HKG,At gate 15:21,0,"Louisville
Singapore
Hanoi"
EK 9836,14:45,HKG,At gate 15:20,0,Dubai/DWC
N8 572,14:50,HKG,Est at 10:03 (21/12/2023),0,Anchorage
CX 3259,14:50,HKG,At gate 18:02,0,Shanghai/PVG
MH 073,14:50,Kuala Lumpur,Dep 14:54,1,HKG
CX 084,14:50,"Anchorage
New York/JFK",Dep 23:33,0,HKG
UO 114,14:50,Taipei,Dep 14:50,1,HKG
FX 038,14:50,HKG,At gate 15:32,0,"Memphis
Paris"
CX 005,14:50,HKG,At gate 14:53,0,"Tokyo/NRT
Taipei"
HX 115,14:55,HKG,At gate 14:37,1,Hangzhou
MU 503,14:55,HKG,At gate 15:01,1,Shanghai/PVG
HX 610,14:55,Tokyo/NRT,Dep 15:03,1,HKG
UO 688,14:55,Osaka/Kansai,Dep 14:55,1,HKG
CX 134,14:55,HKG,At gate 15:05,1,Melbourne
CX 380,15:00,Shanghai/PVG,Dep 15:10,1,HKG
EK 9838,15:00,HKG,At gate 14:51,0,Dubai/DWC
K4 702,15:00,HKG,At gate 20:16,0,"New York/JFK
Anchorage"
CX 501,15:00,HKG,At gate 14:43,1,Tokyo/NRT
HB 283,15:00,Bangkok,Dep 15:18,1,HKG
3S 594,15:00,HKG,At gate 15:08,0,"Leipzig
Tokyo/NRT"
CX 423,15:00,HKG,At gate 14:51,1,Kaohsiung
UO 173,15:05,HKG,At gate 14:49,1,Taichung
MA 176,15:05,HKG,At gate 16:42,0,Sharjah
CX 110,15:05,HKG,At gate 15:02,1,Sydney
QR 818,15:10,HKG,At gate 15:33,1,Doha
5X 1938,15:10,HKG,At gate 15:25,0,"Ontario
Honolulu"
OD 606,15:10,Kuala Lumpur,Dep 15:13,1,HKG
CX 930,15:10,HKG,At gate 15:06,1,Manila
CV 4981,15:10,HKG,At gate 15:35,0,"Luxembourg
Dubai/DWC"
CX 171,15:10,Perth,Dep 15:23,1,HKG
KE 8313,15:15,HKG,At gate 04:50 (20/12/2023),0,Seoul/ICN
CX 608,15:15,HKG,At gate 15:22,1,Phnom Penh
CX 922,15:15,HKG,At gate 15:06,1,Cebu
CX 766,15:20,HKG,At gate 15:00,1,Ho Chi Minh
VN 595,15:20,Ho Chi Minh,Dep 15:22,1,HKG
BR 870,15:20,Taipei,Dep 15:35,1,HKG
RH 9491,15:20,"Almaty
Istanbul",Dep 10:57 (20/12/2023),0,HKG
CA 420,15:25,Chongqing,Dep 15:14,1,HKG
KE 174,15:25,Seoul/ICN,Dep 15:22,1,HKG
CX 500,15:25,Tokyo/NRT,Dep 15:38,1,HKG
CX 495,15:25,HKG,At gate 16:21,1,Taipei
MU 508,15:25,Shanghai/PVG,Dep 15:24,1,HKG
CX 750,15:30,HKG,At gate 15:34,1,Bangkok
D7 693,15:30,Kuala Lumpur,Dep 15:42,1,HKG
UO 725,15:35,HKG,At gate 15:51,1,Phuket
UO 619,15:35,HKG,At gate 15:55,1,Seoul/ICN
JL 026,15:35,Tokyo/HND,Dep 15:41,1,HKG
CX 838,15:35,Vancouver,Dep 15:58,1,HKG
HX 237,15:40,HKG,At gate 15:41,1,Shanghai/PVG
VJ 986,15:40,HKG,At gate 17:34,1,Phu Quoc Island
CA 766,15:45,Yinchuan,Dep 15:33,1,HKG
SQ 893,15:45,Singapore,Dep 15:47,1,HKG
CX 472,15:45,Taipei,Dep 15:48,1,HKG
UO 601,15:50,HKG,At gate 15:36,1,Fukuoka
CA 427,15:50,HKG,At gate 15:39,1,Chengdu Tianfu
UO 824,15:50,Okinawa,Dep 15:55,1,HKG
CX 719,15:50,Jakarta,Dep 15:58,1,HKG
ET 644,15:55,Manila,Dep 15:21,1,HKG
ZH 9091,15:55,HKG,At gate 16:23,1,Quanzhou
PG 805,15:55,HKG,At gate 15:40,1,Samui
UO 847,15:55,HKG,At gate 16:17,1,Kagoshima
MU 504,15:55,Shanghai/PVG,Dep 16:00,1,HKG
6E 1708,15:55,Delhi,Dep 15:53,1,HKG
CX 657,16:00,Singapore,Dep 16:05,1,HKG
MU 733,16:05,HKG,At gate 15:50,1,Kunming
HX 312,16:05,Beijing/PEK,Dep 16:09,1,HKG
CX 701,16:05,Bangkok,Dep 16:14,1,HKG
NZ 081,16:05,HKG,At gate 15:48,1,Auckland
UO 107,16:10,HKG,At gate 16:24,1,Taipei
CA 105,16:10,HKG,At gate 16:09,1,Dalian
5X 166,16:10,"Singapore
Louisville",Dep 17:12,0,HKG
BR 855,16:15,HKG,At gate 16:12,1,Taipei
CX 903,16:15,Manila,Dep 16:19,1,HKG
MU 509,16:20,HKG,At gate 15:55,1,Shanghai/PVG
CX 840,16:20,New York/JFK,Dep 17:18,1,HKG
GJ 8053,16:20,HKG,At gate 15:51,1,Hangzhou
CX 349,16:20,HKG,At gate 16:12,1,Shanghai/SHA
MH 6115,16:20,Kuala Lumpur,Dep 02:00 (20/12/2023),0,HKG
CI 915,16:25,HKG,At gate 16:32,1,Taipei
CX 729,16:25,Kuala Lumpur,Dep 16:24,1,HKG
LH 8474,16:25,HKG,At gate 16:48,0,"Frankfurt
Bengaluru"
CX 542,16:25,Tokyo/HND,Dep 16:26,1,HKG
HU 705,16:25,HKG,At gate 15:46,1,Haikou
MU 595,16:30,HKG,At gate 16:11,1,Hangzhou
UO 759,16:30,HKG,At gate 16:29,1,Bangkok
UO 558,16:30,Da Nang,Dep 16:31,1,HKG
CX 502,16:35,Osaka/Kansai,Dep 16:33,1,HKG
QF 127,16:35,HKG,At gate 16:41,1,Sydney
FX 014,16:35,"Taipei
Memphis",Dep 16:53,0,HKG
UO 626,16:35,Seoul/ICN,Dep 16:34,1,HKG
FX 5235,16:40,HKG,At gate 17:08,0,"Memphis
Seoul/ICN"
VJ 985,16:40,Phu Quoc Island,Dep 18:32,1,HKG
C8 9262,16:40,"Baku
Milan/MXP",Dep 16:33,0,HKG
CX 416,16:40,Seoul/ICN,Dep 16:42,1,HKG
LH 796,16:40,HKG,At gate 17:09,1,Frankfurt
CA 109,16:45,HKG,At gate 16:26,1,Beijing/PEK
CX 367,16:45,HKG,At gate 16:36,1,Shanghai/PVG
CX 799,16:45,Ho Chi Minh,Dep 16:46,1,HKG
SV 3020,16:45,HKG,At gate 17:12,0,Jeddah
CX 458,16:45,Kaohsiung,Dep 16:50,1,HKG
CX 396,16:50,Wenzhou,Dep 16:44,1,HKG
MM 065,16:50,HKG,At gate 16:47,1,Osaka/Kansai
CX 256,16:50,HKG,At gate 16:52,1,London/LHR
CX 770,16:50,HKG,At gate 17:18,1,Phuket
9C 8921,16:50,HKG,At gate 16:43,1,Shanghai/PVG
UO 754,16:50,Chiang Mai,Dep 16:58,1,HKG
HX 765,16:55,Bangkok,Dep 16:54,1,HKG
3S 519,16:55,Leipzig,Dep 17:02,0,HKG
SQ 7864,16:55,HKG,At gate 18:49,0,Singapore
CX 026,16:55,Taipei,Dep 18:21,0,HKG
ZH 9092,16:55,Quanzhou,Dep 17:08,1,HKG
CX 614,17:00,HKG,At gate 16:59,1,Bangkok
CX 731,17:00,Dubai,Dep 17:07,1,HKG
UO 113,17:00,HKG,At gate 17:20,1,Taipei
TK 070,17:00,HKG,At gate 17:12,1,Istanbul
UO 675,17:00,HKG,At gate 17:11,1,Busan
UO 702,17:00,Bangkok,Dep 17:12,1,HKG
EK 9837,17:00,Dubai/DWC,Dep 17:13,0,HKG
MA 334,17:05,Sharjah,Delayed,0,HKG
CX 357,17:05,HKG,At gate 16:56,1,Nanjing
CX 690,17:05,HKG,At gate 16:40,1,Singapore
PG 806,17:05,Samui,Dep 17:06,1,HKG
CX 3291,17:05,HKG,At gate 06:27 (20/12/2023),0,"Atlanta
Anchorage"
SQ 894,17:05,HKG,At gate 16:46,1,Singapore
MU 734,17:05,Kunming,Dep 17:14,1,HKG
CV 5932,17:10,"Anchorage
Guadalajara
Felipe Angeles
Luxembourg",Dep 17:32,0,HKG
CA 106,17:10,Dalian,Dep 17:09,1,HKG
HX 636,17:10,Osaka/Kansai,Dep 17:02,1,HKG
F5 2235,17:10,"Dubai/DWC
Maastricht",Dep 18:00,0,HKG
CX 162,17:10,HKG,At gate 17:22,1,Sydney
MU 2089,17:10,HKG,At gate 17:30,1,Ningbo
K4 703,17:15,"Seoul/ICN
Anchorage
New York/JFK",Dep 21:56,0,HKG
D0 002,17:15,HKG,At gate 03:36 (20/12/2023),0,"East Midlands
Leipzig
Cincinnati
Nagoya"
SQ 7192,17:15,HKG,At gate 17:40,0,Singapore
HB 761,17:15,HKG,At gate 17:23,1,Seoul/ICN
CX 987,17:15,HKG,At gate 16:52,1,Chengdu Tianfu
KE 8314,17:15,Seoul/ICN,Dep 06:47 (20/12/2023),0,HKG
CX 743,17:15,Hanoi,Dep 17:16,1,HKG
FX 5391,17:20,HKG,At gate 18:02,0,Seoul/ICN
GJ 8054,17:20,Hangzhou,Dep 17:31,1,HKG
CX 685,17:20,Mumbai,Dep 17:39,1,HKG
CI 916,17:25,Taipei,Dep 17:24,1,HKG
HB 341,17:25,HKG,At gate 17:28,1,Osaka/Kansai
UO 572,17:25,Manila,Dep 17:49,1,HKG
CA 428,17:25,Chengdu Tianfu,Dep 17:14,1,HKG
AK 136,17:30,HKG,At gate 18:50,1,Kuala Lumpur
CX 391,17:30,HKG,At gate 17:06,1,Beijing/PEK
EK 9839,17:30,Dubai/DWC,Dep 17:24,0,HKG
7L 148,17:30,Baku,Dep 18:18,0,HKG
MU 596,17:30,Hangzhou,Dep 17:43,1,HKG
HX 309,17:30,HKG,At gate 19:49,1,Beijing/PKX
CX 364,17:30,Shanghai/PVG,Dep 17:31,1,HKG
5X 061,17:30,"Taipei
Anchorage
Louisville",Dep 17:23,0,HKG
3U 3959,17:35,HKG,At gate 17:00,1,Chengdu Tianfu
BR 856,17:35,Taipei,Dep 17:34,1,HKG
HX 629,17:35,HKG,At gate 17:42,1,Seoul/ICN
NZ 080,17:40,Auckland,Dep 17:59,1,HKG
MU 510,17:40,Shanghai/PVG,Dep 17:50,1,HKG
EK 384,17:40,HKG,At gate 18:00,1,"Dubai
Bangkok"
LX 138,17:40,HKG,At gate 17:50,1,Zurich
PR 306,17:40,HKG,At gate 17:24,1,Manila
CX 695,17:40,Delhi,Dep 17:44,1,HKG
FM 809,17:45,HKG,At gate 17:45,1,Shanghai/SHA
RA 409,17:45,HKG,At gate 18:30,1,Kathmandu
TG 638,17:45,HKG,At gate 18:28,1,Bangkok
BA 027,17:45,HKG,At gate 17:39,1,London/LHR
HX 282,17:45,Taipei,Dep 17:52,1,HKG
CX 978,17:50,Xiamen,Dep 18:05,1,HKG
CA 110,17:50,Beijing/PEK,Dep 17:52,1,HKG
N8 573,17:50,"Seoul/ICN
Anchorage
Chicago",Est at 13:00 (21/12/2023),0,HKG
UO 687,17:50,HKG,At gate 18:04,1,Osaka/Kansai
9C 8922,17:50,Shanghai/PVG,Dep 17:57,1,HKG
HX 657,17:50,HKG,At gate 17:59,1,Okinawa
UO 622,17:55,Tokyo/HND,Dep 17:58,1,HKG
CX 443,17:55,HKG,At gate 18:09,1,Taipei
CX 990,17:55,Fuzhou,Dep 18:13,1,HKG
MM 066,18:00,Osaka/Kansai,Dep 18:05,1,HKG
QF 029,18:00,HKG,At gate 18:06,1,Melbourne
5J 112,18:00,HKG,At gate 18:00,1,Manila
CX 3273,18:00,HKG,At gate 21:35,0,"Miami
Anchorage"
SQ 7364,18:00,HKG,At gate 19:23,0,Singapore
EK 383,18:00,Dubai,Dep 18:30,1,HKG
PO 775,18:05,HKG,At gate 21:17,0,"Cincinnati
Tokyo/NRT"
HX 742,18:05,HKG,At gate 18:21,1,Phuket
CI 5821,18:05,HKG,At gate 18:39,0,Taipei
HX 665,18:10,HKG,At gate 18:12,1,Nagoya
CX 411,18:10,HKG,At gate 19:08,1,Seoul/ICN
HB 261,18:10,Ho Chi Minh,Dep 18:14,1,HKG
MU 2090,18:10,Ningbo,Dep 18:41,1,HKG
ZH 8033,18:10,HKG,At gate 17:45,1,Chengdu Tianfu
CX 951,18:15,HKG,At gate 18:05,1,Qingdao
AK 137,18:15,Kuala Lumpur,Dep 19:31,1,HKG
UO 182,18:15,Taichung,Dep 18:08,1,HKG
CX 961,18:20,HKG,At gate 19:52,1,Hangzhou
AC 007,18:20,HKG,At gate 18:30,1,Vancouver
5J 236,18:25,HKG,At gate 18:20,1,Cebu
HU 706,18:25,Haikou,Dep 18:38,1,HKG
HX 641,18:25,HKG,At gate 20:27,1,Fukuoka
CX 630,18:25,HKG,At gate 17:50,1,Singapore
SV 3021,18:25,Riyadh,Dep 19:13,0,HKG
LH 8475,18:25,"Dubai/DWC
Frankfurt",Dep 18:31,0,HKG
ET 3718,18:30,HKG,At gate 21:55,0,Liege
HB 704,18:30,Taipei,Dep 18:27,1,HKG
BR 871,18:30,HKG,At gate 18:47,1,Taipei
EK 9784,18:30,HKG,At gate 18:27,0,Dubai/DWC
AF 188,18:30,HKG,At gate 18:34,1,Paris
CX 402,18:30,Taipei,Dep 18:35,1,HKG
HX 255,18:35,HKG,At gate 19:04,1,Taipei
QF 128,18:35,Sydney,Dep 18:46,1,HKG
MU 2569,18:40,HKG,At gate 18:20,1,Wuhan
CX 826,18:40,Toronto,Dep 18:48,1,HKG
SQ 896,18:40,HKG,At gate 18:35,1,Singapore
3U 3960,18:40,Chengdu Tianfu,Dep 18:41,1,HKG
UO 116,18:45,Taipei,Dep 19:08,1,HKG
FM 810,18:45,Shanghai/SHA,Dep 18:48,1,HKG
CX 254,18:45,HKG,At gate 18:38,1,London/LHR
SQ 7192,18:45,"Anchorage
Los Angeles",Dep 19:05,0,HKG
QR 817,18:50,Doha,Dep 18:58,1,HKG
UO 134,18:50,Kaohsiung,Dep 18:46,1,HKG
SQ 895,18:50,Singapore,Dep 18:59,1,HKG
CX 674,18:55,HKG,At gate 19:05,1,Bangkok
CI 919,18:55,HKG,At gate 19:05,1,Taipei
CX 527,18:55,HKG,At gate 18:26,1,Tokyo/NRT
HX 107,18:55,Haikou,Dep 18:54,1,HKG
TG 639,18:55,Bangkok,Dep 19:42,1,HKG
UO 669,19:00,HKG,At gate 18:55,1,Fukuoka
RA 410,19:00,Kathmandu,Dep 19:43,1,HKG
UO 681,19:00,HKG,At gate 19:17,1,Nagoya
CA 115,19:00,HKG,At gate 19:39,1,Beijing/PEK
UO 851,19:00,HKG,At gate 19:07,1,Osaka/Kansai
CX 344,19:00,Beijing/PEK,Dep 22:19,1,HKG
CX 603,19:00,Kathmandu,Dep 19:12,1,HKG
UA 801,19:05,HKG,At gate 19:09,1,Los Angeles
CX 797,19:05,Jakarta,Dep 20:39,1,HKG
CX 135,19:05,Melbourne,Dep 19:20,1,HKG
CX 831,19:05,HKG,At gate 18:44,1,New York/JFK
CX 947,19:05,HKG,At gate 18:55,1,Xian
CX 421,19:05,HKG,At gate 18:58,1,Taipei
ZH 8034,19:10,Chengdu Tianfu,Dep 19:02,1,HKG
HX 776,19:10,HKG,At gate 18:47,1,Bangkok
CX 957,19:10,HKG,At gate 18:44,1,Zhengzhou
AY 099,19:10,HKG,At gate 18:54,1,Helsinki
CX 539,19:10,HKG,At gate 19:18,1,Nagoya
SV 980,19:10,HKG,At gate 18:33,0,Riyadh
FD 504,19:15,HKG,At gate 19:13,1,Bangkok/DMK
CX 916,19:15,Chengdu Tianfu,Dep 19:19,1,HKG
D0 003,19:15,"Nagoya
Cincinnati
East Midlands",Dep 06:10 (20/12/2023),0,HKG
5J 113,19:15,Manila,Dep 19:51,1,HKG
SQ 7863,19:15,Singapore,Dep 00:49 (20/12/2023),0,HKG
CX 111,19:20,Sydney,Dep 19:28,1,HKG
PR 307,19:20,Manila,Dep 19:07,1,HKG
MU 505,19:20,HKG,At gate 19:16,1,Shanghai/PVG
UA 869,19:20,HKG,At gate 19:36,1,San Francisco
5J 237,19:25,Cebu,Dep 19:37,1,HKG
HX 169,19:25,Sanya,Dep 19:29,1,HKG
CX 341,19:25,HKG,At gate 19:25,1,Shanghai/SHA
QF 030,19:30,Melbourne,Dep 19:28,1,HKG
CX 589,19:30,HKG,At gate 19:13,1,Fukuoka
ZH 9095,19:30,HKG,At gate 19:32,1,Wuxi
CX 722,19:30,HKG,At gate 19:39,1,Kuala Lumpur
CX 929,19:35,HKG,At gate 19:30,1,Chongqing
UO 115,19:35,HKG,At gate 19:40,1,Taipei
CI 935,19:35,HKG,At gate 19:48,1,Kaohsiung
HO 1291,19:35,HKG,At gate 19:27,1,Shanghai/PVG
CX 667,19:35,Dhaka,Dep 22:11,1,HKG
HX 241,19:40,HKG,At gate 19:39,1,Shanghai/PVG
BR 872,19:40,Taipei,Dep 20:11,1,HKG
HX 687,19:45,HKG,At gate 19:30,1,Kumamoto
CX 2087,19:45,HKG,At gate 01:05 (20/12/2023),0,"New York/JFK
Anchorage"
TG 606,19:45,HKG,At gate 19:28,1,Bangkok
AK 239,19:45,HKG,At gate 19:53,1,Kota Kinabalu
CX 2045,19:50,Delhi,Dep 19:44,0,HKG
HX 609,19:50,HKG,At gate 20:56,1,Tokyo/NRT
UO 628,19:50,Tokyo/HND,Dep 20:18,1,HKG
UO 226,19:50,Ningbo,Dep 19:52,1,HKG
CI 920,19:55,Taipei,Dep 20:13,1,HKG
FD 524,19:55,HKG,At gate 19:58,1,Phuket
SQ 897,19:55,Singapore,Dep 19:55,1,HKG
UO 849,20:00,HKG,At gate 20:08,1,Tokyo/NRT
CC 392,20:00,"Dubai/DWC
London/LHR",Dep 07:10 (20/12/2023),0,HKG
MU 2570,20:00,Wuhan,Dep 19:50,1,HKG
HC 311,20:05,"Muscat
London/LHR",Dep 20:03,0,HKG
CX 988,20:05,Guangzhou,Dep 20:05,1,HKG
UO 701,20:05,HKG,At gate 22:26,1,Bangkok
BR 857,20:05,HKG,At gate 20:07,1,Taipei
HB 321,20:10,HKG,At gate 20:18,1,Tokyo/NRT
CI 5822,20:10,Taipei,Dep 20:33,0,HKG
CX 663,20:10,Mumbai,Dep 20:46,1,HKG
CI 923,20:10,HKG,At gate 20:00,1,Taipei
FD 505,20:10,Bangkok/DMK,Dep 20:05,1,HKG
UO 764,20:10,Phuket,Dep 20:13,1,HKG
CX 549,20:15,HKG,At gate 20:06,1,Tokyo/HND
CA 116,20:15,Beijing/PEK,Dep 20:40,1,HKG
EK 9785,20:15,Dubai/DWC,Dep 20:21,0,HKG
RH 317,20:15,Hanoi,Dep 07:46 (20/12/2023),0,HKG
SQ 7364,20:15,"Sharjah
Brussels",Dep 21:18,0,HKG
ET 3717,20:20,Liege,Dep 00:06 (20/12/2023),0,HKG
MU 506,20:20,Shanghai/PVG,Dep 20:27,1,HKG
CX 913,20:20,Manila,Dep 20:30,1,HKG
AC 008,20:20,Vancouver,Dep 20:19,1,HKG
5X 063,20:20,"Anchorage
Louisville",Dep 20:07,0,HKG
CX 757,20:25,Bangkok,Dep 21:38,1,HKG
CX 776,20:25,HKG,At gate 20:10,1,Jakarta
CX 715,20:25,Singapore,Dep 20:23,1,HKG
CX 561,20:25,HKG,At gate 20:34,1,Osaka/Kansai
CX 369,20:30,HKG,At gate 20:17,1,Shanghai/PVG
CX 679,20:30,Delhi,Dep 22:58,1,HKG
HX 220,20:30,Nanjing,Dep 20:26,1,HKG
AK 130,20:30,HKG,At gate 20:34,1,Kuala Lumpur
CX 918,20:30,HKG,At gate 20:26,1,Manila
5J 120,20:30,HKG,At gate 20:13,1,Clark
CI 936,20:35,Kaohsiung,Dep 20:44,1,HKG
HX 619,20:35,HKG,At gate 20:28,1,Osaka/Kansai
SV 988,20:35,HKG,At gate 20:20,0,Riyadh
HO 1292,20:35,Shanghai/PVG,Dep 20:35,1,HKG
CX 331,20:35,HKG,At gate 21:28,1,Beijing/PEK
CX 473,20:40,HKG,At gate 20:22,1,Taipei
ZH 9096,20:40,Wuxi,Dep 20:42,1,HKG
AK 238,20:40,Kota Kinabalu,Dep 20:53,1,HKG
5J 114,20:45,HKG,At gate 20:34,1,Manila
TG 607,20:45,Bangkok,Dep 20:56,1,HKG
5X 1939,20:45,"Anchorage
Ontario",Dep 20:39,0,HKG
HX 239,20:45,HKG,At gate 20:44,1,Shanghai/SHA
CX 734,20:45,HKG,At gate 20:35,1,Singapore
HX 304,20:45,Beijing/PEK,Dep 20:50,1,HKG
BR 809,20:50,HKG,At gate 20:59,1,Taipei
FD 525,20:50,Phuket,Dep 21:04,1,HKG
CA 117,20:50,HKG,At gate 20:56,1,Beijing/PEK
HX 496,20:50,Chongqing,Dep 20:44,1,HKG
CX 623,20:50,Bengaluru,Dep 20:54,1,HKG
TR 974,20:55,HKG,At gate 21:22,1,Singapore
CX 581,20:55,HKG,At gate 21:06,1,Sapporo
HX 284,20:55,Taipei,Dep 21:01,1,HKG
MU 723,21:00,HKG,At gate 21:37,1,Shanghai/PVG
EK 385,21:00,"Bangkok
Dubai",Dep 21:03,1,HKG
UO 559,21:00,HKG,At gate 20:46,1,Da Nang
UO 899,21:00,HKG,At gate 20:56,1,Osaka/Kansai
UA 802,21:05,Los Angeles,Dep 21:01,1,HKG
UO 639,21:05,HKG,At gate 21:10,1,Fukuoka
CX 521,21:10,HKG,At gate 21:19,1,Tokyo/NRT
BR 858,21:10,Taipei,Dep 21:07,1,HKG
HX 234,21:10,Shanghai/PVG,Dep 21:13,1,HKG
CX 2033,21:10,Chennai,Dep 21:11,0,HKG
CI 924,21:10,Taipei,Dep 21:09,1,HKG
CX 784,21:10,HKG,At gate 21:39,1,Denpasar
CX 459,21:10,HKG,At gate 20:50,1,Kaohsiung
5J 121,21:15,Clark,Dep 21:30,1,HKG
UO 871,21:20,HKG,At gate 21:21,1,Tokyo/NRT
AK 131,21:20,Kuala Lumpur,Dep 21:27,1,HKG
CX 161,21:20,Sydney,Dep 01:21 (20/12/2023),1,HKG
CX 100,21:25,HKG,At gate 21:32,1,Sydney
PR 310,21:25,HKG,At gate 22:01,1,Manila
CX 708,21:25,HKG,At gate 21:16,1,Bangkok
HX 128,21:25,Hangzhou,Dep 21:20,1,HKG
7L 1147,21:30,HKG,At gate 21:55,0,Baku
QR 816,21:30,HKG,At gate 21:34,1,Doha
FD 502,21:30,HKG,At gate 21:52,1,Bangkok/DMK
TH 6820,21:30,HKG,At gate 22:12,0,Kuala Lumpur
CX 565,21:30,HKG,At gate 21:21,1,"Osaka/Kansai
Taipei"
CX 507,21:35,HKG,At gate 21:19,1,Osaka/Kansai
CX 113,21:35,Auckland,Dep 21:46,1,HKG
CX 3260,21:40,Chongqing,Dep 21:49,0,HKG
CX 104,21:45,HKG,At gate 22:07,1,Melbourne
CX 451,21:45,HKG,At gate 21:36,1,"Tokyo/NRT
Taipei"
3S 506,21:45,Cincinnati,Dep 22:03,0,HKG
AY 100,21:45,Helsinki,Dep 22:00,1,HKG
EK 380,21:50,HKG,At gate 22:12,1,Dubai
BR 810,21:50,Taipei,Dep 00:47 (20/12/2023),1,HKG
CX 724,21:50,HKG,At gate 21:48,1,Kuala Lumpur
N8 574,21:50,HKG,At gate 03:24 (20/12/2023),0,Anchorage
CX 375,21:55,HKG,At gate 21:43,1,Wenzhou
CX 381,21:55,HKG,At gate 22:02,1,Shanghai/PVG
SV 981,21:55,Riyadh,Dep 21:56,0,HKG
CX 583,21:55,HKG,At gate 22:22,1,Sapporo
TR 975,21:55,Singapore,Dep 22:51,1,HKG
5J 115,22:00,Manila,Dep 22:06,1,HKG
UO 825,22:00,HKG,At gate 21:42,1,Okinawa
HB 284,22:00,HKG,At gate 22:11,1,Bangkok
5J 122,22:00,HKG,At gate 21:59,1,Clark
UO 685,22:00,HKG,At gate 22:14,1,Nagoya
CX 716,22:05,HKG,At gate 21:43,1,Singapore
QR 8410,22:05,HKG,At gate 22:24,0,"Doha
Almaty"
CX 2086,22:05,"Miami
Anchorage
Chicago",Dep 22:16,0,HKG
CX 531,22:05,HKG,At gate 22:13,1,"Nagoya
Taipei"
CX 939,22:05,Manila,Dep 22:05,1,HKG
