code,time_sch,dest,time_act,commercial,orig
CX 503,13:25,HKG,At gate 13:41,1,Osaka/Kansai
CX 509,13:25,HKG,At gate 13:47,1,Tokyo/NRT
CX 355,13:25,HKG,At gate 13:30,1,Wenzhou
PR 319,13:25,Manila,Dep 13:47,1,HKG
HX 607,13:30,HKG,At gate 14:14,1,Tokyo/NRT
VN 592,13:30,HKG,At gate 13:34,1,Hanoi
CX 253,13:30,London/LHR,Dep 13:51,1,HKG
CX 906,13:30,HKG,At gate 14:07,1,Manila
BI 635,13:35,HKG,At gate 13:19,1,B S Begawan
KL 888,13:35,Amsterdam,Dep 13:53,1,HKG
CX 360,13:35,Shanghai/PVG,Dep 14:01,1,HKG
BR 868,13:35,Taipei,Dep 13:37,1,HKG
MU 5016,13:35,Beijing/PKX,Dep 13:33,1,HKG
UO 700,13:35,Bangkok,Dep 13:40,1,HKG
MU 203,13:40,HKG,At gate 12:41,1,Xian
FD 500,13:40,HKG,At gate 13:32,1,Bangkok/DMK
JL 029,13:40,HKG,At gate 14:14,1,Tokyo/HND
CA 412,13:40,Chengdu Tianfu,Dep 13:48,1,HKG
CX 3291,13:40,HKG,At gate 19:29,0,"Chicago
Anchorage"
MU 702,13:40,Shanghai/PVG,Dep 13:46,1,HKG
HB 703,13:45,HKG,At gate 14:05,1,Taipei
CA 104,13:45,Tianjin,Dep 13:46,1,HKG
CZ 310,13:45,Beijing/PKX,Dep 13:50,1,HKG
WW 861,13:45,HKG,At gate 14:24,0,Kota Kinabalu
CX 959,13:50,HKG,At gate 14:00,1,Hangzhou
HX 254,13:50,Taipei,Dep 13:54,1,HKG
CX 420,13:50,Taipei,Dep 13:54,1,HKG
UO 821,13:55,HKG,At gate 13:51,1,Okinawa
HX 253,13:55,HKG,At gate 14:16,1,Taipei
7C 2102,13:55,Seoul/ICN,Dep 14:07,1,HKG
SQ 892,13:55,HKG,At gate 14:08,1,Singapore
HX 681,13:55,HKG,At gate 13:52,1,Okinawa
CX 740,14:00,HKG,At gate 14:11,1,Hanoi
UO 553,14:00,HKG,At gate 14:24,1,Da Nang
UO 650,14:00,Tokyo/NRT,Dep 13:52,1,HKG
ET 3218,14:00,HKG,At gate 07:55 (23/12/2023),0,Addis Ababa
CX 392,14:00,Beijing/PEK,Dep 14:10,1,HKG
CX 418,14:05,Seoul/ICN,Dep 14:10,1,HKG
KE 173,14:05,HKG,At gate 14:22,1,Seoul/ICN
CI 910,14:05,Taipei,Dep 14:41,1,HKG
EY 9858,14:05,Abu Dhabi,Dep 14:07,0,HKG
CX 735,14:10,Singapore,Dep 14:12,1,HKG
CX 658,14:10,HKG,At gate 13:53,1,Singapore
SC 1152,14:10,Jinan,Dep 14:02,1,HKG
OD 605,14:10,HKG,At gate 16:50,1,Kuala Lumpur
BR 869,14:10,HKG,At gate 14:39,1,Taipei
VN 594,14:15,HKG,At gate 14:13,1,Ho Chi Minh
CX 841,14:15,HKG,At gate 13:47,1,New York/JFK
D7 692,14:15,HKG,At gate 14:20,1,Kuala Lumpur
CX 310,14:15,Haikou,Dep 14:19,1,HKG
GA 863,14:15,Jakarta,Dep 14:37,1,HKG
CX 543,14:20,HKG,At gate 14:52,1,Tokyo/HND
CX 937,14:20,HKG,At gate 13:45,1,Wuhan
CX 780,14:20,HKG,At gate 14:10,1,Surabaya
NH 860,14:20,Tokyo/HND,Dep 14:22,1,HKG
CX 919,14:20,Manila,Dep 14:32,1,HKG
MU 507,14:25,HKG,At gate 14:37,1,Shanghai/PVG
CX 363,14:25,HKG,At gate 14:41,1,Shanghai/PVG
CA 419,14:25,HKG,At gate 13:46,1,Chongqing
CX 779,14:25,Surabaya,Dep 15:15,1,HKG
HX 238,14:30,Shanghai/SHA,Dep 14:30,1,HKG
CX 751,14:30,Bangkok,Dep 14:36,1,HKG
VN 593,14:30,Hanoi,Dep 14:42,1,HKG
CX 250,14:30,HKG,At gate 14:30,1,London/LHR
HX 453,14:35,HKG,At gate 14:24,1,Chengdu Tianfu
CA 112,14:35,Beijing/PEK,Dep 14:42,1,HKG
5X 062,14:35,HKG,At gate 15:42,0,"Louisville
Anchorage"
K4 260,14:40,HKG,At gate 14:59,0,"Cincinnati
Tokyo/NRT"
FD 501,14:40,Bangkok/DMK,Dep 14:43,1,HKG
BA 031,14:40,HKG,At gate 14:27,1,London/LHR
EK 382,14:45,HKG,At gate 14:43,1,Dubai
MU 204,14:45,Xian,Dep 14:43,1,HKG
HX 741,14:45,Phuket,Dep 15:27,1,HKG
WW 862,14:45,Kuala Lumpur,Dep 15:52,0,HKG
2C 611,14:45,Paris,Dep 14:49,0,HKG
CX 005,14:50,HKG,At gate 14:52,0,"Tokyo/NRT
Taipei"
UO 114,14:50,Taipei,Dep 15:23,1,HKG
MH 073,14:50,Kuala Lumpur,Dep 15:10,1,HKG
CX 3259,14:50,HKG,At gate 15:06,0,Shanghai/PVG
MU 503,14:55,HKG,At gate 15:31,1,Shanghai/PVG
BI 636,14:55,B S Begawan,Dep 14:57,1,HKG
5X 002,14:55,HKG,At gate 17:38,0,"Philadelphia
Cologne"
CX 134,14:55,HKG,At gate 15:01,1,Melbourne
HX 610,14:55,Tokyo/NRT,Dep 14:58,1,HKG
UO 688,14:55,Osaka/Kansai,Dep 14:51,1,HKG
UO 652,14:55,Tokyo/NRT,Dep 15:01,1,HKG
T8 4702,15:00,Dubai/DWC,Dep 15:10,0,HKG
CX 423,15:00,HKG,At gate 15:22,1,Kaohsiung
CC 4157,15:00,Dubai/DWC,Dep 15:52,0,HKG
HB 283,15:00,Bangkok,Dep 15:21,1,HKG
CX 501,15:00,HKG,At gate 15:57,1,Tokyo/NRT
CX 380,15:00,Shanghai/PVG,Dep 15:23,1,HKG
SV 3024,15:05,HKG,At gate 16:18,0,Riyadh
UO 173,15:05,HKG,At gate 15:18,1,Taichung
CX 110,15:05,HKG,At gate 15:11,1,Sydney
CX 635,15:05,Singapore,Dep 15:28,1,HKG
OD 606,15:10,Kuala Lumpur,Dep 17:44,1,HKG
QR 818,15:10,HKG,At gate 14:54,1,Doha
CX 171,15:10,Perth,Dep 15:30,1,HKG
5X 058,15:10,HKG,At gate 14:41,0,"Louisville
Seoul/ICN"
CX 930,15:10,HKG,At gate 15:27,1,Manila
CZ 3011,15:15,HKG,At gate 15:05,1,Shenyang
RH 9071,15:15,Dhaka,Dep 08:04 (23/12/2023),0,HKG
EK 9282,15:15,HKG,At gate 03:53 (23/12/2023),0,Dubai/DWC
3S 509,15:20,Leipzig,Dep 15:18,0,HKG
VN 595,15:20,Ho Chi Minh,Dep 15:35,1,HKG
CX 766,15:20,HKG,At gate 15:01,1,Ho Chi Minh
N8 583,15:20,HKG,At gate 16:12,0,Tel Aviv
BR 870,15:20,Taipei,Dep 15:51,1,HKG
MU 508,15:25,Shanghai/PVG,Dep 15:40,1,HKG
CA 420,15:25,Chongqing,Dep 15:20,1,HKG
CX 495,15:25,HKG,At gate 16:14,1,Taipei
KE 174,15:25,Seoul/ICN,Dep 15:31,1,HKG
CX 500,15:25,Tokyo/NRT,Dep 15:53,1,HKG
3S 590,15:30,HKG,At gate 16:33,0,"Leipzig
Tokyo/NRT"
CX 750,15:30,HKG,At gate 15:09,1,Bangkok
D7 693,15:30,Kuala Lumpur,Dep 15:53,1,HKG
JL 026,15:35,Tokyo/HND,Dep 15:37,1,HKG
UO 725,15:35,HKG,At gate 16:01,1,Phuket
UO 619,15:35,HKG,At gate 15:37,1,Seoul/ICN
UO 684,15:35,Nagoya,Dep 15:50,1,HKG
CV 4984,15:40,HKG,At gate 15:45,0,Luxembourg
HX 237,15:40,HKG,At gate 16:21,1,Shanghai/PVG
VJ 986,15:40,HKG,At gate 16:48,1,Phu Quoc Island
CX 472,15:45,Taipei,Dep 16:20,1,HKG
UO 759,15:45,HKG,At gate 16:53,1,Bangkok
CX 925,15:45,Cebu,Dep 16:09,1,HKG
SQ 893,15:45,Singapore,Dep 16:00,1,HKG
CX 719,15:50,Jakarta,Dep 16:03,1,HKG
CA 427,15:50,HKG,At gate 16:05,1,Chengdu Tianfu
D0 004,15:50,HKG,At gate 16:34,0,"East Midlands
Nagoya"
UO 601,15:50,HKG,At gate 16:23,1,Fukuoka
ZH 9091,15:55,HKG,At gate 15:50,1,Quanzhou
MU 504,15:55,Shanghai/PVG,Dep 16:29,1,HKG
6E 1708,15:55,Delhi,Dep 15:52,1,HKG
PG 805,15:55,HKG,At gate 15:25,1,Samui
CX 657,16:00,Singapore,Dep 16:06,1,HKG
ET 3219,16:00,Addis Ababa,Dep 06:34 (23/12/2023),0,HKG
MU 9615,16:05,HKG,At gate 16:46,1,"Hohhot
Kunming"
HX 312,16:05,Beijing/PEK,Dep 16:02,1,HKG
NZ 081,16:05,HKG,At gate 16:08,1,Auckland
CX 701,16:05,Bangkok,Dep 16:13,1,HKG
UO 107,16:10,HKG,At gate 16:37,1,Taipei
CA 105,16:10,HKG,At gate 16:04,1,Dalian
HX 651,16:10,HKG,At gate 17:22,1,Yonago
BR 855,16:15,HKG,At gate 16:10,1,Taipei
RW 905,16:15,HKG,At gate 18:21,1,Davao
CZ 3012,16:15,Shenyang,Dep 16:11,1,HKG
CX 903,16:15,Manila,Dep 16:24,1,HKG
CX 840,16:20,New York/JFK,Dep 17:29,1,HKG
CX 349,16:20,HKG,At gate 16:25,1,Shanghai/SHA
GJ 8053,16:20,HKG,At gate 16:35,1,Hangzhou
EK 9842,16:20,HKG,At gate 17:30 (23/12/2023),0,Sharjah
MU 509,16:20,HKG,At gate 16:22,1,Shanghai/PVG
CI 915,16:25,HKG,At gate 16:51,1,Taipei
CX 729,16:25,Kuala Lumpur,Dep 17:05,1,HKG
CX 542,16:25,Tokyo/HND,Dep 16:38,1,HKG
UO 702,16:25,Bangkok,Dep 17:09,1,HKG
HU 705,16:25,HKG,At gate 16:00,1,Haikou
UO 558,16:30,Da Nang,Dep 16:30,1,HKG
MU 595,16:30,HKG,At gate 16:29,1,Hangzhou
N8 576,16:35,HKG,At gate 19:00,0,Okinawa
CX 502,16:35,Osaka/Kansai,Dep 16:34,1,HKG
UO 133,16:35,HKG,At gate 16:24,1,Kaohsiung
UO 626,16:35,Seoul/ICN,Dep 17:04,1,HKG
QF 127,16:35,HKG,At gate 16:46,1,Sydney
FX 5391,16:40,HKG,At gate 17:06,0,Seoul/ICN
VJ 985,16:40,Phu Quoc Island,Dep 17:38,1,HKG
CX 416,16:40,Seoul/ICN,Dep 16:38,1,HKG
CX 3194,16:40,"Anchorage
New York/JFK",Dep 16:43,0,HKG
LH 796,16:40,HKG,At gate 18:04,1,Frankfurt
CX 367,16:45,HKG,At gate 16:51,1,Shanghai/PVG
CX 458,16:45,Kaohsiung,Dep 16:43,1,HKG
CA 109,16:45,HKG,At gate 16:37,1,Beijing/PEK
SV 3025,16:45,Riyadh,Dep 19:55,0,HKG
CX 799,16:45,Ho Chi Minh,Dep 16:48,1,HKG
CX 770,16:50,HKG,At gate 17:32,1,Phuket
9C 8921,16:50,HKG,At gate 17:09,1,Shanghai/PVG
HX 641,16:50,HKG,At gate 17:29,1,Fukuoka
UO 754,16:50,Chiang Mai,Dep 16:53,1,HKG
CX 396,16:50,Wenzhou,Dep 16:48,1,HKG
MM 065,16:50,HKG,At gate 17:38,1,Osaka/Kansai
HX 765,16:55,Bangkok,Dep 17:06,1,HKG
CX 634,16:55,HKG,At gate 17:15,1,Penang
MU 2089,16:55,HKG,At gate 17:19,1,Ningbo
X6 251,16:55,HKG,At gate 17:00,0,Tel Aviv
SV 982,16:55,HKG,At gate 17:43,0,Jeddah
ZH 9092,16:55,Quanzhou,Dep 16:57,1,HKG
QR 8404,16:55,HKG,At gate 16:46,0,Doha
CX 453,17:00,HKG,At gate 17:22,1,Seoul/ICN
CX 731,17:00,Dubai,Dep 17:48,1,HKG
TK 070,17:00,HKG,At gate 21:28,1,Istanbul
UO 675,17:00,HKG,At gate 17:26,1,Busan
CX 614,17:00,HKG,At gate 17:12,1,Bangkok
UO 113,17:00,HKG,At gate 17:02,1,Taipei
CX 357,17:05,HKG,At gate 17:03,1,Nanjing
F5 2239,17:05,Dubai/DWC,Dep 20:05,0,HKG
PG 806,17:05,Samui,Dep 17:03,1,HKG
MU 9616,17:05,"Kunming
Hohhot",Dep 17:36,1,HKG
SQ 894,17:05,HKG,At gate 17:24,1,Singapore
CX 690,17:05,HKG,At gate 17:15,1,Singapore
GTR3934,17:05,HKG,At gate 18:10,0,Budapest
MU 2067,17:10,HKG,At gate 17:00,1,Hefei
CX 162,17:10,HKG,At gate 17:53,1,Sydney
CA 106,17:10,Dalian,Dep 17:03,1,HKG
HX 636,17:10,Osaka/Kansai,Dep 17:09,1,HKG
CX 987,17:15,HKG,At gate 17:21,1,Chengdu Tianfu
RW 910,17:15,Cebu,Dep 19:30,1,HKG
HB 761,17:15,HKG,At gate 17:39,1,Seoul/ICN
HX 205,17:20,HKG,At gate 17:40,1,Nanjing
GJ 8054,17:20,Hangzhou,Dep 17:29,1,HKG
CX 685,17:20,Mumbai,Dep 17:44,1,HKG
HB 341,17:25,HKG,At gate 18:04,1,Osaka/Kansai
CI 916,17:25,Taipei,Dep 18:02,1,HKG
CX 2049,17:25,Hanoi,Dep 17:21,0,HKG
UO 572,17:25,Manila,Dep 17:44,1,HKG
CA 428,17:25,Chengdu Tianfu,Dep 17:16,1,HKG
CX 391,17:30,HKG,At gate 18:00,1,Beijing/PEK
HX 309,17:30,HKG,At gate 17:26,1,Beijing/PKX
CX 364,17:30,Shanghai/PVG,Dep 17:45,1,HKG
EK 9283,17:30,Dubai/DWC,Dep 07:09 (23/12/2023),0,HKG
MU 596,17:30,Hangzhou,Dep 17:41,1,HKG
GJ 805V,17:30,Hangzhou,Dep 18:32,1,HKG
5X 061,17:30,"Taipei
Anchorage
Louisville",Dep 18:04,0,HKG
AK 136,17:30,HKG,At gate 17:02,1,Kuala Lumpur
3U 3959,17:35,HKG,At gate 17:16,1,Chengdu Tianfu
HX 629,17:35,HKG,At gate 18:09,1,Seoul/ICN
BR 856,17:35,Taipei,Dep 17:33,1,HKG
CV 5935,17:40,"Anchorage
Felipe Angeles
Luxembourg",Dep 17:42,0,HKG
NZ 080,17:40,Auckland,Dep 18:02,1,HKG
MU 510,17:40,Shanghai/PVG,Dep 17:45,1,HKG
LX 138,17:40,HKG,At gate 17:47,1,Zurich
CX 695,17:40,Delhi,Dep 17:53,1,HKG
EK 384,17:40,HKG,At gate 18:18,1,"Dubai
Bangkok"
PR 306,17:40,HKG,At gate 18:50,1,Manila
TG 638,17:45,HKG,At gate 18:06,1,Bangkok
FM 809,17:45,HKG,At gate 17:44,1,Shanghai/SHA
HX 282,17:45,Taipei,Dep 18:47,1,HKG
BA 027,17:45,HKG,At gate 17:56,1,London/LHR
CV 4164,17:45,HKG,At gate 21:03,0,"Luxembourg
Tbilisi"
CX 978,17:50,Xiamen,Dep 17:54,1,HKG
UO 687,17:50,HKG,At gate 19:01,1,Osaka/Kansai
CA 110,17:50,Beijing/PEK,Dep 17:55,1,HKG
HX 657,17:50,HKG,At gate 18:02,1,Okinawa
UO 617,17:50,HKG,At gate 18:23,1,Kumamoto
9C 8922,17:50,Shanghai/PVG,Dep 18:01,1,HKG
HX 232,17:55,Shanghai/PVG,Dep 18:20,1,HKG
UO 622,17:55,Tokyo/HND,Dep 18:03,1,HKG
CX 443,17:55,HKG,At gate 18:48,1,Taipei
CI 5827,17:55,HKG,At gate 19:18,0,Taipei
CX 990,17:55,Fuzhou,Dep 18:17,1,HKG
CX 3217,17:55,Mumbai,Dep 18:02,0,HKG
QF 029,18:00,HKG,At gate 18:31,1,Melbourne
5J 112,18:00,HKG,At gate 18:24,1,Manila
PO 098D,18:00,HKG,At gate 17:56 (23/12/2023),0,Leipzig
MU 2090,18:00,Ningbo,Dep 18:25,1,HKG
MM 066,18:00,Osaka/Kansai,Dep 18:43,1,HKG
EK 383,18:00,Dubai,Dep 18:18,1,HKG
ET 608,18:05,HKG,At gate 17:57,1,"Addis Ababa
Bangkok"
D0 001,18:05,"Nagoya
East Midlands",Dep 18:39,0,HKG
CX 411,18:10,HKG,At gate 18:59,1,Seoul/ICN
HB 261,18:10,Ho Chi Minh,Dep 18:52,1,HKG
MU 2068,18:10,Hefei,Dep 18:02,1,HKG
ZH 8033,18:10,HKG,At gate 17:59,1,Chengdu Tianfu
HX 665,18:10,HKG,At gate 18:40,1,Nagoya
SQ 7860,18:10,HKG,At gate 18:00,0,Singapore
LH 8474,18:10,HKG,Est at 23:05 (23/12/2023),0,"Frankfurt
Bengaluru"
CX 812,18:10,Boston,Dep 18:13,1,HKG
AK 137,18:15,Kuala Lumpur,Dep 18:13,1,HKG
UO 643,18:15,HKG,At gate 19:00,1,Takamatsu
CX 951,18:15,HKG,At gate 19:04,1,Qingdao
UO 182,18:15,Taichung,Dep 18:29,1,HKG
CX 2016,18:15,Taipei,Dep 18:41,0,HKG
CX 313,18:15,HKG,At gate 17:55,1,Haikou
CX 961,18:20,HKG,At gate 18:53,1,Hangzhou
EK 9843,18:20,Dubai/DWC,Dep 19:31 (23/12/2023),0,HKG
AC 007,18:20,HKG,At gate 19:12,1,Vancouver
N8 584,18:20,"Anchorage
Miami",Dep 19:19,0,HKG
CX 630,18:25,HKG,At gate 18:23,1,Singapore
MF 8651,18:25,HKG,At gate 18:26,1,Fuzhou
5J 236,18:25,HKG,At gate 18:13,1,Cebu
HU 706,18:25,Haikou,Dep 18:29,1,HKG
HB 704,18:30,Taipei,Dep 19:25,1,HKG
AF 188,18:30,HKG,At gate 19:44,1,Paris
RH 9492,18:30,HKG,At gate 06:39 (23/12/2023),0,"Istanbul
Almaty"
BR 871,18:30,HKG,At gate 19:04,1,Taipei
CX 402,18:30,Taipei,Dep 18:54,1,HKG
HX 255,18:35,HKG,At gate 19:05,1,Taipei
QF 7525,18:35,HKG,At gate 18:48,0,Sydney
QF 128,18:35,Sydney,Dep 19:03,1,HKG
K4 261,18:40,"Seoul/ICN
Nagoya
Cincinnati",Dep 18:58,0,HKG
SV 983,18:40,Riyadh,Dep 19:24,0,HKG
MU 2569,18:40,HKG,At gate 18:20,1,Wuhan
3U 3960,18:40,Chengdu Tianfu,Dep 18:39,1,HKG
CX 826,18:40,Toronto,Dep 19:27,1,HKG
SQ 896,18:40,HKG,At gate 18:31,1,Singapore
UO 116,18:45,Taipei,Dep 20:07,1,HKG
FM 810,18:45,Shanghai/SHA,Dep 18:49,1,HKG
CX 254,18:45,HKG,At gate 18:47,1,London/LHR
VJ 876,18:50,HKG,At gate 19:28,1,Ho Chi Minh
SQ 895,18:50,Singapore,Dep 18:50,1,HKG
UO 134,18:50,Kaohsiung,Dep 18:49,1,HKG
FX 169,18:50,HKG,At gate 19:06,0,"Memphis
Anchorage
Tokyo/NRT"
QR 817,18:50,Doha,Dep 18:52,1,HKG
HX 107,18:55,Haikou,Dep 18:57,1,HKG
TG 639,18:55,Bangkok,Dep 19:17,1,HKG
CX 527,18:55,HKG,At gate 19:49,1,Tokyo/NRT
QR 8405,18:55,Doha,Dep 18:49,0,HKG
CI 919,18:55,HKG,At gate 19:38,1,Taipei
CX 674,18:55,HKG,At gate 18:48,1,Bangkok
CX 344,19:00,Beijing/PEK,Dep 19:03,1,HKG
CA 115,19:00,HKG,At gate 19:27,1,Beijing/PEK
UO 669,19:00,HKG,At gate 19:31,1,Fukuoka
UO 851,19:00,HKG,At gate 20:07,1,Osaka/Kansai
CX 603,19:00,Kathmandu,Dep 19:06,1,HKG
UO 681,19:00,HKG,At gate 19:59,1,Nagoya
CX 947,19:05,HKG,At gate 19:06,1,Xian
CX 797,19:05,Jakarta,Dep 19:10,1,HKG
CX 831,19:05,HKG,At gate 18:34,1,New York/JFK
UA 801,19:05,HKG,At gate 19:20,1,Los Angeles
CX 135,19:05,Melbourne,Dep 19:03,1,HKG
GTR3553,19:05,"Nur-Sultan
Madrid",Dep 21:19,0,HKG
CX 421,19:05,HKG,At gate 19:24,1,Taipei
ZH 8034,19:10,Chengdu Tianfu,Dep 19:12,1,HKG
CX 539,19:10,HKG,At gate 19:41,1,Nagoya
HX 776,19:10,HKG,At gate 19:30,1,Bangkok
AY 099,19:10,HKG,At gate 19:35,1,Helsinki
CX 916,19:15,Chengdu Tianfu,Dep 19:20,1,HKG
FD 504,19:15,HKG,At gate 19:11,1,Bangkok/DMK
5J 113,19:15,Manila,Dep 19:52,1,HKG
UA 869,19:20,HKG,At gate 20:37,1,San Francisco
CX 111,19:20,Sydney,Dep 19:40,1,HKG
CX 362,19:20,Shanghai/PVG,Dep 19:49,1,HKG
PR 307,19:20,Manila,Dep 20:06,1,HKG
MU 505,19:20,HKG,At gate 19:47,1,Shanghai/PVG
5J 237,19:25,Cebu,Dep 19:28,1,HKG
CX 341,19:25,HKG,At gate 19:27,1,Shanghai/SHA
HX 169,19:25,Sanya,Dep 19:20,1,HKG
MF 8652,19:25,Fuzhou,Dep 19:23,1,HKG
CX 722,19:30,HKG,At gate 20:35,1,Kuala Lumpur
ZH 9095,19:30,HKG,At gate 19:32,1,Wuxi
CX 589,19:30,HKG,At gate 20:13,1,Fukuoka
QF 030,19:30,Melbourne,Dep 20:04,1,HKG
RH 372,19:30,HKG,At gate 21:13,0,Singapore
CX 667,19:35,Dhaka,Dep 19:36,1,HKG
CI 935,19:35,HKG,At gate 19:54,1,Kaohsiung
HO 1291,19:35,HKG,At gate 19:58,1,Shanghai/PVG
UO 115,19:35,HKG,At gate 20:45,1,Taipei
PX 008,19:35,HKG,At gate 19:53,1,Port Moresby
HX 241,19:40,HKG,At gate 20:05,1,Shanghai/PVG
MH 6012,19:40,HKG,At gate 23:57,0,"Kuala Lumpur
Kuching"
BR 872,19:40,Taipei,Dep 20:08,1,HKG
AK 239,19:45,HKG,At gate 19:40,1,Kota Kinabalu
TG 606,19:45,HKG,At gate 19:44,1,Bangkok
HX 609,19:50,HKG,At gate 20:24,1,Tokyo/NRT
N8 582,19:50,"Anchorage
Miami",Est at 20:30 (23/12/2023),0,HKG
UO 628,19:50,Tokyo/HND,Dep 21:08,1,HKG
VJ 877,19:50,Ho Chi Minh,Dep 20:44,1,HKG
UO 226,19:50,Ningbo,Dep 20:01,1,HKG
CI 920,19:55,Taipei,Dep 20:43,1,HKG
CI 5828,19:55,Taipei,Dep 21:26,0,HKG
FD 524,19:55,HKG,At gate 20:10,1,Phuket
SQ 897,19:55,Singapore,Dep 19:55,1,HKG
X6 252,20:00,Dubai/DWC,Dep 20:21,0,HKG
UO 849,20:00,HKG,At gate 21:10,1,Tokyo/NRT
7L 691,20:00,HKG,At gate 00:22 (23/12/2023),0,Baku
MU 2570,20:00,Wuhan,Dep 19:58,1,HKG
BR 857,20:05,HKG,At gate 21:01,1,Taipei
QF 7526,20:05,Sydney,Dep 20:35,0,HKG
UO 701,20:05,HKG,At gate 20:04,1,Bangkok
CX 988,20:05,Guangzhou,Dep 20:15,1,HKG
FD 505,20:10,Bangkok/DMK,Dep 20:03,1,HKG
CI 923,20:10,HKG,At gate 20:15,1,Taipei
CX 3119,20:10,Colombo,Dep 20:37,0,HKG
HB 321,20:10,HKG,At gate 20:12,1,Tokyo/NRT
UO 764,20:10,Phuket,Dep 20:24,1,HKG
CX 663,20:10,Mumbai,Dep 20:35,1,HKG
VJ 966,20:15,HKG,At gate 20:09,1,Da Nang
CX 549,20:15,HKG,At gate 20:20,1,Tokyo/HND
CA 116,20:15,Beijing/PEK,Dep 20:28,1,HKG
RH 317,20:15,Hanoi,Dep 22:51,0,HKG
5X 063,20:20,"Anchorage
Louisville",Dep 20:19,0,HKG
CX 913,20:20,Manila,Dep 20:27,1,HKG
AC 008,20:20,Vancouver,Dep 20:35,1,HKG
MU 506,20:20,Shanghai/PVG,Dep 20:54,1,HKG
CX 561,20:25,HKG,At gate 20:46,1,Osaka/Kansai
CX 776,20:25,HKG,At gate 20:40,1,Jakarta
CX 715,20:25,Singapore,Dep 21:05,1,HKG
CX 757,20:25,Bangkok,Dep 20:50,1,HKG
5J 120,20:30,HKG,At gate 20:45,1,Clark
CX 918,20:30,HKG,At gate 20:09,1,Manila
AK 130,20:30,HKG,At gate 20:10,1,Kuala Lumpur
CX 369,20:30,HKG,At gate 21:01,1,Shanghai/PVG
CX 679,20:30,Delhi,Dep 20:40,1,HKG
HX 220,20:30,Nanjing,Dep 20:36,1,HKG
HO 1292,20:35,Shanghai/PVG,Dep 20:54,1,HKG
CX 331,20:35,HKG,At gate 20:35,1,Beijing/PEK
HX 691,20:35,HKG,At gate 21:13,1,Sapporo
EK 9880,20:35,HKG,At gate 21:01,0,Dubai/DWC
SQ 7859,20:35,Singapore,Dep 19:46,0,HKG
CI 936,20:35,Kaohsiung,Dep 21:08,1,HKG
HX 619,20:35,HKG,At gate 21:19,1,Osaka/Kansai
CX 807,20:35,HKG,At gate 20:24,1,Chicago
ZH 9096,20:40,Wuxi,Dep 20:38,1,HKG
AK 238,20:40,Kota Kinabalu,Dep 20:28,1,HKG
CX 473,20:40,HKG,At gate 21:41,1,Taipei
HX 304,20:45,Beijing/PEK,Dep 20:45,1,HKG
PX 019,20:45,Port Moresby,Dep 21:05,1,HKG
TG 607,20:45,Bangkok,Dep 21:06,1,HKG
5J 114,20:45,HKG,At gate 21:20,1,Manila
5X 059,20:45,"Anchorage
Ontario",Dep 20:50,0,HKG
HX 239,20:45,HKG,At gate 20:44,1,Shanghai/SHA
CX 734,20:45,HKG,At gate 21:38,1,Singapore
TH 6826,20:50,HKG,At gate 21:21,0,Kuala Lumpur
FD 525,20:50,Phuket,Dep 20:50,1,HKG
HX 496,20:50,Chongqing,Dep 20:54,1,HKG
BR 809,20:50,HKG,At gate 21:10,1,Taipei
CA 117,20:50,HKG,At gate 20:58,1,Beijing/PEK
TR 974,20:55,HKG,At gate 21:43,1,Singapore
CX 581,20:55,HKG,At gate 21:22,1,Sapporo
HX 284,20:55,Taipei,Dep 21:08,1,HKG
UO 899,21:00,HKG,At gate 21:31,1,Osaka/Kansai
MU 723,21:00,HKG,At gate 21:38,1,Shanghai/PVG
EK 385,21:00,"Bangkok
Dubai",Dep 21:15,1,HKG
UO 559,21:00,HKG,At gate 21:00,1,Da Nang
PO 916,21:05,Los Angeles,Dep 04:23,0,HKG
UO 639,21:05,HKG,At gate 21:41,1,Fukuoka
UA 802,21:05,Los Angeles,Dep 21:20,1,HKG
CX 123,21:05,Christchurch,Dep 21:24,1,HKG
CX 521,21:10,HKG,At gate 22:08,1,Tokyo/NRT
CX 784,21:10,HKG,At gate 21:34,1,Denpasar
HX 234,21:10,Shanghai/PVG,Dep 21:16,1,HKG
CX 459,21:10,HKG,At gate 21:07,1,Kaohsiung
CI 924,21:10,Taipei,Dep 21:14,1,HKG
HB 710,21:10,Taipei,Dep 21:31,1,HKG
BR 858,21:10,Taipei,Dep 22:12,1,HKG
VJ 967,21:15,Da Nang,Dep 22:01,1,HKG
5J 121,21:15,Clark,Dep 21:45,1,HKG
CX 198,21:15,HKG,At gate 21:26,1,Auckland
CV 5165,21:20,"Anchorage
Felipe Angeles
Houston
Luxembourg",Dep 22:42,0,HKG
UO 871,21:20,HKG,At gate 21:34,1,Tokyo/NRT
AK 131,21:20,Kuala Lumpur,Dep 21:08,1,HKG
CX 161,21:20,Sydney,Dep 21:40,1,HKG
CX 708,21:25,HKG,At gate 21:25,1,Bangkok
PR 310,21:25,HKG,At gate 21:55,1,Manila
CX 100,21:25,HKG,At gate 21:31,1,Sydney
HX 128,21:25,Hangzhou,Dep 21:32,1,HKG
QR 816,21:30,HKG,At gate 21:15,1,Doha
CX 565,21:30,HKG,At gate 21:47,1,"Osaka/Kansai
Taipei"
FD 502,21:30,HKG,At gate 21:56,1,Bangkok/DMK
